2024-04-25 17:01:32,649 INFO    StreamThr :3708 [internal.py:wandb_internal():86] W&B internal server running at pid: 3708, started at: 2024-04-25 17:01:32.649271
2024-04-25 17:01:32,651 DEBUG   HandlerThread:3708 [handler.py:handle_request():146] handle_request: status
2024-04-25 17:01:32,657 INFO    WriterThread:3708 [datastore.py:open_for_write():85] open: /home/studio-lab-user/sagemaker-studiolab-notebooks/AdaViT/AdaViT/runs/2024-04-25-17-01-31/wandb/run-20240425_170132-kpi70w14/run-kpi70w14.wandb
2024-04-25 17:01:32,657 DEBUG   SenderThread:3708 [sender.py:send():382] send: header
2024-04-25 17:01:32,674 DEBUG   SenderThread:3708 [sender.py:send():382] send: run
2024-04-25 17:01:32,957 INFO    SenderThread:3708 [dir_watcher.py:__init__():211] watching files in: /home/studio-lab-user/sagemaker-studiolab-notebooks/AdaViT/AdaViT/runs/2024-04-25-17-01-31/wandb/run-20240425_170132-kpi70w14/files
2024-04-25 17:01:32,957 INFO    SenderThread:3708 [sender.py:_start_run_threads():1136] run started: kpi70w14 with start time 1714064492.647726
2024-04-25 17:01:32,965 DEBUG   HandlerThread:3708 [handler.py:handle_request():146] handle_request: check_version
2024-04-25 17:01:32,965 DEBUG   SenderThread:3708 [sender.py:send_request():409] send_request: check_version
2024-04-25 17:01:33,012 DEBUG   HandlerThread:3708 [handler.py:handle_request():146] handle_request: run_start
2024-04-25 17:01:34,874 DEBUG   HandlerThread:3708 [system_info.py:__init__():32] System info init
2024-04-25 17:01:34,874 DEBUG   HandlerThread:3708 [system_info.py:__init__():47] System info init done
2024-04-25 17:01:34,874 INFO    HandlerThread:3708 [system_monitor.py:start():194] Starting system monitor
2024-04-25 17:01:34,874 INFO    SystemMonitor:3708 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-25 17:01:34,874 INFO    HandlerThread:3708 [system_monitor.py:probe():214] Collecting system info
2024-04-25 17:01:34,875 INFO    SystemMonitor:3708 [interfaces.py:start():190] Started cpu monitoring
2024-04-25 17:01:34,875 INFO    SystemMonitor:3708 [interfaces.py:start():190] Started disk monitoring
2024-04-25 17:01:34,876 INFO    SystemMonitor:3708 [interfaces.py:start():190] Started gpu monitoring
2024-04-25 17:01:34,877 INFO    SystemMonitor:3708 [interfaces.py:start():190] Started memory monitoring
2024-04-25 17:01:34,878 INFO    SystemMonitor:3708 [interfaces.py:start():190] Started network monitoring
2024-04-25 17:01:34,899 DEBUG   HandlerThread:3708 [system_info.py:probe():196] Probing system
2024-04-25 17:01:34,904 DEBUG   HandlerThread:3708 [system_info.py:_probe_git():181] Probing git
2024-04-25 17:01:34,915 DEBUG   HandlerThread:3708 [system_info.py:_probe_git():189] Probing git done
2024-04-25 17:01:34,915 DEBUG   HandlerThread:3708 [system_info.py:probe():244] Probing system done
2024-04-25 17:01:34,915 DEBUG   HandlerThread:3708 [system_monitor.py:probe():223] {'os': 'Linux-4.14.336-257.568.amzn2.x86_64-x86_64-with-glibc2.31', 'python': '3.9.16', 'heartbeatAt': '2024-04-25T17:01:34.899641', 'startedAt': '2024-04-25T17:01:32.641441', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/studio-lab-user/sagemaker-studiolab-notebooks/AdaViT/train/train.py', 'codePathLocal': 'train/train.py', 'codePath': 'train/train.py', 'git': {'remote': 'https://github.com/alessioborgi/AdaViT.git', 'commit': 'c100191624946511929e13dca4ba0de170dc7561'}, 'email': 'you@example.comalessioborgi3@gmail.com', 'root': '/home/studio-lab-user/sagemaker-studiolab-notebooks/AdaViT', 'host': 'default', 'username': 'studio-lab-user', 'executable': '/home/studio-lab-user/.conda/envs/studiolab/bin/python', 'cpu_count': 2, 'cpu_count_logical': 4, 'cpu_freq': {'current': 3103.92375, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 3099.985, 'min': 0.0, 'max': 0.0}, {'current': 3105.449, 'min': 0.0, 'max': 0.0}, {'current': 3103.132, 'min': 0.0, 'max': 0.0}, {'current': 3107.129, 'min': 0.0, 'max': 0.0}], 'disk': {'/': {'total': 32.0, 'used': 7.62939453125e-05}}, 'gpu': 'Tesla T4', 'gpu_count': 1, 'gpu_devices': [{'name': 'Tesla T4', 'memory_total': 16106127360}], 'memory': {'total': 15.362648010253906}}
2024-04-25 17:01:34,915 INFO    HandlerThread:3708 [system_monitor.py:probe():224] Finished collecting system info
2024-04-25 17:01:34,915 INFO    HandlerThread:3708 [system_monitor.py:probe():227] Publishing system info
2024-04-25 17:01:34,915 DEBUG   HandlerThread:3708 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
